          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 59092.383652  15.923    0.020   1551     31  o    0      1.05  299.61892  62.13773   6869.42  10117.14   2.19  2.02  52.3 -0.448  18.99  19.52  02a59092o0354o     0           1     15.0       17.061     41.791       2.2548          7        0          7   19.371        9.183     13.404     0.2876         6            0       6
 59092.389150  15.950    0.020   1514     30  o    0      0.85  299.61892  62.13773   6924.66  10199.84   2.33  1.92 -59.3 -0.451  19.01  19.51  02a59092o0366o     0           0     -6.0       18.636     45.649       3.3666          7        0          7    0.329        9.116     26.974     1.5471         6            1       7
 59092.400640  16.062    0.019   1366     26  o    0      5.26  299.61892  62.13773   8829.92     60.96   2.09  1.60 -63.4 -0.487  18.95  19.43  02a59092o0391o     0           0    -13.0       17.893     43.830       1.2219          7        0          7  -10.756       12.547     43.184     1.2165         7            0       7
 59092.402950  15.914    0.018   1565     28  o    0      1.18  299.61892  62.13773   6939.57  10077.06   2.19  2.05  52.9 -0.445  19.00  19.48  02a59092o0396o     0           1    -13.0        8.233     20.167       0.6646          7        0          7   -4.424       10.004     19.195     0.5878         6            0       6
 59094.347918  15.974    0.018   1481     26  o    0      1.25  299.61892  62.13773   6167.06   6798.35   2.08  1.87  -4.6 -0.396  18.79  19.04  01a59094o0286o     0           0      4.0       10.606     25.978       1.1155          7        0          7   -1.818        8.508     25.790     1.0376         7            0       7
 59094.350678  15.969    0.019   1487     28  o    0      1.30  299.61892  62.13773   6188.95   6836.28   2.05  1.89  -1.7 -0.396  18.82  19.11  01a59094o0292o     0           0     -3.0       10.192     24.965       1.3683          7        0          7   -9.576        8.361     23.643     1.2652         7            0       7
 59094.356210  15.941    0.017   1526     26  o    0      1.60  299.61892  62.13773   6128.96   6760.58   2.08  1.84  -6.1 -0.401  18.88  19.19  01a59094o0304o     0           0      0.0       17.951     43.972       3.3997          7        0          7   -5.558       10.290     37.240     1.7520         6            1       7
 59094.366366  15.966    0.016   1492     24  o    0      1.57  299.61892  62.13773   6113.46   6876.64   2.08  1.87 -13.0 -0.399  18.93  19.25  01a59094o0326o     0           0    -19.0       21.366     52.335       6.3174          7        0          7  -12.899        8.320     16.154     0.5113         6            1       7
 59096.332585  15.948    0.018   1516     27  o    0      1.21  299.61892  62.13773   6901.85  10167.60   2.23  2.06 -73.2 -0.448  19.15  19.84  02a59096o0249o     0           1    -17.0       18.701     45.807       4.0899          7        0          7   -7.720        8.421     23.014     1.0910         6            0       6
 59096.335802  15.942    0.017   1525     26  o    0      1.58  299.61892  62.13773   6883.26  10127.59   2.20  2.01 -71.1 -0.458  19.18  19.82  02a59096o0256o     0           1     14.0       22.919     56.141       6.5835          7        0          7   13.393        8.619     15.059     0.4688         6            0       6
 59096.341755  15.944    0.018   1521     27  o    0      1.43  299.61892  62.13773   6936.52  10206.17   2.24  2.08 -74.1 -0.448  19.16  19.81  02a59096o0269o     0           1     -3.0       14.844     36.360       2.8069          7        0          7   -0.753        7.654     27.743     1.8135         6            0       6
 59096.343138  16.090    0.022   1331     29  o    0      3.30  299.61892  62.13773   8835.64     69.17   2.05  1.51 -63.0 -0.497  19.10  19.72  02a59096o0272o     0           0     -3.0        9.400     23.026       0.8871          7        0          7   -6.742        8.497     23.810     0.8548         7            0       7
 59096.351848  15.960    0.017   1499     26  o    0      1.38  299.61892  62.13773   6953.56  10086.40   2.22  2.01 -75.9 -0.443  19.20  19.80  02a59096o0291o     0           1     14.0       19.452     47.648       4.8032          7        0          7   13.865        8.264     22.725     1.1375         6            0       6
 59098.351646  15.997    0.013   1450     19  o    0      2.80  299.61892  62.13773   4180.67   6929.72   1.91  1.80 -13.6 -0.421  19.37  20.09  01a59098o0296o     0           0     -2.0       23.494     57.549      11.8815          7        0          7   -1.879        5.521     20.532     1.4577         6            1       7
 59098.354865  15.955    0.014   1507     20  o    0      1.28  299.61892  62.13773   4202.27   6968.42   1.96  1.82 -15.6 -0.418  19.36  20.05  01a59098o0303o     0           0     -5.0       13.881     34.002       4.5602          7        0          7   -8.501        6.660     14.889     0.6801         6            1       7
 59098.360857  15.959    0.013   1500     19  o    0      1.82  299.61892  62.13773   4142.47   6891.06   1.95  1.83 -10.8 -0.416  19.35  20.04  01a59098o0316o     0           1     -4.0      571.208   1399.168    8008.3999          7        0          7   -4.116        5.545      9.480     0.3518         6            0       6
 59098.371911  15.981    0.012   1472     17  o    0      3.98  299.61892  62.13773   4127.19   7006.77   1.98  1.80 -13.7 -0.414  19.31  20.02  01a59098o0340o     0           1      7.0      643.561   1576.395   15884.0980          7        0          7    8.361        6.618     17.211     1.1086         5            1       6
 59100.355648  15.904    0.012   1579     20  o    0      2.95  299.61892  62.13773    524.81   2066.22   2.23  2.14 -52.6 -0.423  19.33  20.52  02a59100o0296o     0           2     -4.0      409.242   1002.433    4718.5346          7        0          7   -5.716        7.237     17.206     1.2082         4            1       5
 59100.359314  15.936    0.014   1533     22  o    0      1.18  299.61892  62.13773    503.65   2027.82   2.25  2.10 -55.2 -0.440  19.35  20.46  02a59100o0304o     0           1      3.0       11.973     29.328       2.7962          7        0          7    6.857        6.321     15.147     0.7897         6            0       6
 59100.364831  15.975    0.015   1479     22  o    0      1.17  299.61892  62.13773    567.68   2101.17   2.40  2.12 -56.3 -0.431  19.31  20.44  02a59100o0316o     0           2     -1.0      343.101    840.422    3314.5913          7        0          7   -3.834        6.858     18.672     1.3002         5            0       5
 59100.370813  15.900    0.013   1585     21  o    0      3.39  299.61892  62.13773  10448.69   2092.16   2.54  1.98 -56.4 -0.462  19.32  20.38  02a59100o0329o     0           1     11.0       25.410     62.242      12.8311          7        0          7    4.893        7.882     21.753     1.0925         5            1       6
 59100.376317  15.981    0.014   1470     21  o    0      3.96  299.61892  62.13773  10427.40   2050.99   2.62  2.04 -55.9 -0.471  19.33  20.35  02a59100o0341o   512           3     -1.0      518.380   1269.766   10907.6591          7        0          7  -11.468        7.923     32.940     3.4563         4            0       4
 59100.377693  15.951    0.014   1512     22  o    0      1.95  299.61892  62.13773    586.51   1977.62   2.21  2.15 -64.2 -0.435  19.30  20.35  02a59100o0344o     0           1     -1.0       14.839     36.347       4.3734          7        0          7    4.049        6.006     15.170     0.8964         6            0       6
 59100.380945  15.968    0.017   1489     26  o    0      1.78  299.61892  62.13773  10488.38   2128.82   2.26  1.96 -48.8 -0.465  19.31  20.33  02a59100o0351o     0           0     21.0       17.474     42.803       3.5326          7        0          7   13.332        7.565     25.731     1.3890         6            1       7
 59100.390692  15.928    0.018   1545     28  o    0      4.16  299.61892  62.13773  10508.72   2013.44   2.40  2.11 -52.6 -0.486  19.16  20.29  02a59100o0372o    32           3     22.0      128.610    315.028      28.4972          7        0          7    7.441       20.580     53.870     1.3902         2            2       4
 59102.327594  15.993    0.010   1455     15  o    0      3.82  299.61892  62.13773   4176.33   6929.38   1.92  1.85 -87.1 -0.437  19.74  21.06  01a59102o0232o     0           1      6.0      268.599    657.931    2766.9263          7        0          7    2.481        4.500      9.083     0.5837         6            0       6
 59102.330366  16.014    0.012   1427     18  o    0      1.95  299.61892  62.13773   4198.70   6968.98   1.87  1.85  37.4 -0.436  19.79  21.05  01a59102o0238o     0           1      5.0      227.639    557.600    2365.0136          7        0          7   -1.547        4.427     12.501     1.0499         6            0       6
 59102.335896  15.994    0.010   1453     15  o    0      5.89  299.61892  62.13773   4138.01   6891.34   1.95  1.93 -67.5 -0.433  19.73  21.08  01a59102o0250o    32           0      1.0       11.374     27.862       6.7592          7        0          7    0.063        4.703     12.136     1.0312         5            2       7
 59102.346970  16.019    0.012   1420     17  o    0      3.13  299.61892  62.13773   4122.70   7008.99   2.13  1.87  -7.8 -0.419  19.69  21.08  01a59102o0274o     0           1      5.0      315.536    772.902    4544.1847          7        0          7    3.339        4.660     16.019     1.9946         6            0       6
 59106.351419  15.994    0.012   1454     17  o    0      1.91  299.61892  62.13773   3864.41   8964.51   1.88  1.70 -22.9 -0.424  19.74  20.97  01a59106o0307o     0           0     -4.0        6.934     16.984       1.4517          7        0          7    1.923        4.882     15.788     1.2065         7            0       7
 59106.354642  15.989    0.012   1461     18  o    0      1.41  299.61892  62.13773   3886.35   9003.45   1.98  1.75 -15.9 -0.419  19.70  20.99  01a59106o0314o     0           0     -8.0       20.943     51.301      16.5845          7        0          7  -12.601        5.192     11.982     0.7318         6            1       7
 59106.361109  15.983    0.011   1469     16  o    0      3.10  299.61892  62.13773   3824.03   8925.34   1.86  1.70 -23.9 -0.426  19.74  20.99  01a59106o0328o     0           0      1.0        4.886     11.968       1.3607          7        0          7   -2.907        3.562     11.403     1.1601         7            0       7
 59106.371312  15.978    0.011   1475     16  o    0      1.50  299.61892  62.13773   3806.55   9042.52   1.94  1.79 -23.7 -0.416  19.74  21.05  01a59106o0350o     0           1      5.0      152.305    373.068    2000.0320          7        0          7    2.573        4.625     16.228     1.9333         6            0       6
 59110.305865  16.040    0.046   1394     64  o    0      1.87  299.61892  62.13773   3851.63   8963.57   1.96  1.68 -11.0 -0.405  17.82  18.95  01a59110o0222o     0           0    -62.0       13.910     34.072       0.2529          7        0          7  -53.517       24.870     33.740     0.2335         7            0       7
